immigration_id	file_name	year	gender	nationality	unit	value
64300ab3c1f531f75d1b54f0	PEA17	2016	Both sexes	EU15 to EU27 (accession countries joined post 2004)	Thousand	13.2
64300ab3c1f531f75d1b54f1	PEA17	2016	Both sexes	Other nationalities(17)	Thousand	23.6
64300ab3c1f531f75d1b54f2	PEA17	2016	Both sexes	All nationalities	Thousand	82.3
64300ab3c1f531f75d1b54f3	PEA17	2016	Male	Irish	Thousand	14.4
64300ab3c1f531f75d1b54f4	PEA17	2016	Male	UK (1)	Thousand	3.3
64300ab3c1f531f75d1b54f5	PEA17	2016	Male	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	5.2
64300ab3c1f531f75d1b54f6	PEA17	2016	Male	EU15 to EU27 (accession countries joined post 2004)	Thousand	6.8
64300ab3c1f531f75d1b54f7	PEA17	2016	Male	Other nationalities(17)	Thousand	11.5
64300ab3c1f531f75d1b54f8	PEA17	2016	Male	All nationalities	Thousand	41.2
64300ab3c1f531f75d1b54f9	PEA17	2016	Female	Irish	Thousand	13.9
64300ab3c1f531f75d1b54fa	PEA17	2016	Female	UK (1)	Thousand	2.6
64300ab3c1f531f75d1b54fb	PEA17	2016	Female	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	6.2
64300ab3c1f531f75d1b54fc	PEA17	2016	Female	EU15 to EU27 (accession countries joined post 2004)	Thousand	6.4
64300ab3c1f531f75d1b54fd	PEA17	2016	Female	Other nationalities(17)	Thousand	12.1
64300ab3c1f531f75d1b54fe	PEA17	2016	Female	All nationalities	Thousand	41.2
64300ab3c1f531f75d1b54ff	PEA17	2017	Both sexes	Irish	Thousand	27.4
64300ab3c1f531f75d1b5500	PEA17	2017	Both sexes	UK (1)	Thousand	6.1
64300ab3c1f531f75d1b5501	PEA17	2017	Both sexes	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	10.8
64300ab3c1f531f75d1b5502	PEA17	2017	Both sexes	EU15 to EU27 (accession countries joined post 2004)	Thousand	10.9
64300ab3c1f531f75d1b5503	PEA17	2017	Both sexes	Other nationalities(17)	Thousand	29.4
64300ab3c1f531f75d1b5504	PEA17	2017	Both sexes	All nationalities	Thousand	84.6
64300ab3c1f531f75d1b5505	PEA17	2017	Male	Irish	Thousand	14.1
64300ab3c1f531f75d1b5506	PEA17	2017	Male	UK (1)	Thousand	3.3
64300ab4c1f531f75d1b5507	PEA17	2017	Male	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	5.2
64300ab4c1f531f75d1b5508	PEA17	2017	Male	EU15 to EU27 (accession countries joined post 2004)	Thousand	5.6
64300ab4c1f531f75d1b5509	PEA17	2017	Male	Other nationalities(17)	Thousand	14.5
64300ab4c1f531f75d1b550a	PEA17	2017	Male	All nationalities	Thousand	42.7
64300ab4c1f531f75d1b550b	PEA17	2017	Female	Irish	Thousand	13.3
64300ab4c1f531f75d1b550c	PEA17	2017	Female	UK (1)	Thousand	2.8
64300ab4c1f531f75d1b550d	PEA17	2017	Female	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	5.6
64300ab4c1f531f75d1b550e	PEA17	2017	Female	EU15 to EU27 (accession countries joined post 2004)	Thousand	5.3
64300ab4c1f531f75d1b550f	PEA17	2017	Female	Other nationalities(17)	Thousand	14.9
64300ab4c1f531f75d1b5510	PEA17	2017	Female	All nationalities	Thousand	41.9
64300ab4c1f531f75d1b5511	PEA17	2018	Both sexes	Irish	Thousand	28.4
64300ab4c1f531f75d1b5512	PEA17	2018	Both sexes	UK (1)	Thousand	7.3
64300ab4c1f531f75d1b5513	PEA17	2018	Both sexes	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	11.6
64300ab4c1f531f75d1b5514	PEA17	2018	Both sexes	EU15 to EU27 (accession countries joined post 2004)	Thousand	12.2
64300ab4c1f531f75d1b5515	PEA17	2018	Both sexes	Other nationalities(17)	Thousand	30.9
64300ab4c1f531f75d1b5516	PEA17	2018	Both sexes	All nationalities	Thousand	90.3
64300ab4c1f531f75d1b5517	PEA17	2018	Male	Irish	Thousand	14.1
64300ab4c1f531f75d1b5518	PEA17	2018	Male	UK (1)	Thousand	3.8
64300ab4c1f531f75d1b5519	PEA17	2018	Male	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	5.4
64300ab4c1f531f75d1b551a	PEA17	2018	Male	EU15 to EU27 (accession countries joined post 2004)	Thousand	5.5
64300ab4c1f531f75d1b551b	PEA17	2018	Male	Other nationalities(17)	Thousand	15.7
64300ab4c1f531f75d1b551c	PEA17	2018	Male	All nationalities	Thousand	44.5
64300ab4c1f531f75d1b551d	PEA17	2018	Female	Irish	Thousand	14.3
64300ab4c1f531f75d1b551e	PEA17	2018	Female	UK (1)	Thousand	3.5
64300ab4c1f531f75d1b551f	PEA17	2018	Female	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	6.2
64300ab4c1f531f75d1b5520	PEA17	2018	Female	EU15 to EU27 (accession countries joined post 2004)	Thousand	6.7
64300ab4c1f531f75d1b5521	PEA17	2018	Female	Other nationalities(17)	Thousand	15.1
64300ab4c1f531f75d1b5522	PEA17	2018	Female	All nationalities	Thousand	45.8
64300ab4c1f531f75d1b5523	PEA17	2019	Both sexes	Irish	Thousand	26.9
64300ab4c1f531f75d1b5524	PEA17	2019	Both sexes	UK (1)	Thousand	7.4
64300ab4c1f531f75d1b5525	PEA17	2019	Both sexes	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	12.6
64300ab4c1f531f75d1b5526	PEA17	2019	Both sexes	EU15 to EU27 (accession countries joined post 2004)	Thousand	11.1
64300ab4c1f531f75d1b5527	PEA17	2019	Both sexes	Other nationalities(17)	Thousand	30.6
64300ab4c1f531f75d1b5528	PEA17	2019	Both sexes	All nationalities	Thousand	88.6
64300ab4c1f531f75d1b5529	PEA17	2019	Male	Irish	Thousand	13.8
64300ab4c1f531f75d1b552a	PEA17	2019	Male	UK (1)	Thousand	3.9
64300ab4c1f531f75d1b552b	PEA17	2019	Male	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	6.1
64300ab4c1f531f75d1b552c	PEA17	2019	Male	EU15 to EU27 (accession countries joined post 2004)	Thousand	5.4
64300ab4c1f531f75d1b552d	PEA17	2019	Male	Other nationalities(17)	Thousand	15.9
64300ab4c1f531f75d1b552e	PEA17	2019	Male	All nationalities	Thousand	45.0
64300ab4c1f531f75d1b552f	PEA17	2019	Female	Irish	Thousand	13.2
64300ab4c1f531f75d1b5530	PEA17	2019	Female	UK (1)	Thousand	3.6
64300ab4c1f531f75d1b5531	PEA17	2019	Female	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	6.5
64300ab4c1f531f75d1b5532	PEA17	2019	Female	EU15 to EU27 (accession countries joined post 2004)	Thousand	5.7
64300ab4c1f531f75d1b5533	PEA17	2019	Female	Other nationalities(17)	Thousand	14.7
64300ab4c1f531f75d1b5534	PEA17	2019	Female	All nationalities	Thousand	43.6
64300ab4c1f531f75d1b5535	PEA17	2020	Both sexes	Irish	Thousand	28.9
64300ab4c1f531f75d1b5536	PEA17	2020	Both sexes	UK (1)	Thousand	5.5
64300ab4c1f531f75d1b5537	PEA17	2020	Both sexes	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	9.2
64300ab4c1f531f75d1b5538	PEA17	2020	Both sexes	EU15 to EU27 (accession countries joined post 2004)	Thousand	11.4
64300ab4c1f531f75d1b5539	PEA17	2020	Both sexes	Other nationalities(17)	Thousand	30.4
64300ab4c1f531f75d1b553a	PEA17	2020	Both sexes	All nationalities	Thousand	85.4
64300ab4c1f531f75d1b553b	PEA17	2020	Male	Irish	Thousand	14.1
64300ab4c1f531f75d1b553c	PEA17	2020	Male	UK (1)	Thousand	3.1
64300ab4c1f531f75d1b553d	PEA17	2020	Male	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	4.1
64300ab4c1f531f75d1b553e	PEA17	2020	Male	EU15 to EU27 (accession countries joined post 2004)	Thousand	5.3
64300ab4c1f531f75d1b553f	PEA17	2020	Male	Other nationalities(17)	Thousand	15.2
64300ab4c1f531f75d1b5540	PEA17	2020	Male	All nationalities	Thousand	41.9
64300ab4c1f531f75d1b5541	PEA17	2020	Female	Irish	Thousand	14.8
64300ab4c1f531f75d1b5542	PEA17	2020	Female	UK (1)	Thousand	2.4
64300ab4c1f531f75d1b5543	PEA17	2020	Female	EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)	Thousand	5.1
64300ab4c1f531f75d1b5544	PEA17	2020	Female	EU15 to EU27 (accession countries joined post 2004)	Thousand	6.0
